"id","semantic_key","check_type","subject_ids_json","result","witness_json","toolchain_json","recorded_at","status","metric_schema","metric_errors","metric_unique_ids","metric_resolving_xrefs","metric_pages","metric_fatal_errors","metric_undefined_references","metric_rerun_markers","record_json"
"urn:uuid:2831952f-bd84-5ef7-874a-62f8642d70e8","lebl.ra.qa.manifest-topology.ra.v1.metric-spaces.compactness-exercises","topology","[""urn:uuid:1f82f187-7173-5327-a801-29c18b499739""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.metric-spaces.compactness-exercises"",""sha256"":""sha256:6e6f920395f18dfea1532ff90846efda539539ec97506e4658af77da364be8b6""}","[""independent bounded compactness-exercises audit plus final root naturalness repair""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2831952f-bd84-5ef7-874a-62f8642d70e8"",""note"":""All twenty exercises and twelve enumerated subitems are fully localized. The 170-command sequence, 50 environment tokens, 87 inline-math spans, seven labels, eight references, and all index entries retain exact parity; reader-facing English residue, mojibake, mathematical drift, and missing content are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.metric-spaces.compactness-exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:1f82f187-7173-5327-a801-29c18b499739""],""supersedes_id"":null,""toolchain"":[""independent bounded compactness-exercises audit plus final root naturalness repair""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.metric-spaces.compactness-exercises"",""sha256"":""sha256:6e6f920395f18dfea1532ff90846efda539539ec97506e4658af77da364be8b6""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:29dcacf8-acba-5369-886b-37d91455476c","lebl.ra.qa.manifest-topology.ra.v1.derivative.chain-rule","topology","[""urn:uuid:583e0cd8-9ff4-57ff-8bd8-55a4b6ec5483""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.chain-rule"",""sha256"":""sha256:1420330c45d0c21777538705ca9844722af70a667ac63d391538810b1378e940""}","[""bounded exact semantic-unit translation replay by r006_chain_rule""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:29dcacf8-acba-5369-886b-37d91455476c"",""note"":""All 75 lines are translated. Command topology, environments, labels, references, 35 inline-math spans, and six display blocks remain exact after reader-text localization. Reader-facing English residue is zero and no source correction was required."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.derivative.chain-rule"",""status"":""active"",""subject_ids"":[""urn:uuid:583e0cd8-9ff4-57ff-8bd8-55a4b6ec5483""],""supersedes_id"":null,""toolchain"":[""bounded exact semantic-unit translation replay by r006_chain_rule""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.chain-rule"",""sha256"":""sha256:1420330c45d0c21777538705ca9844722af70a667ac63d391538810b1378e940""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:2a603210-eaae-550a-98b8-c1a774f6166b","lebl.ra.qa.manifest-topology.ra.v1.improper-integrals.foundations","topology","[""urn:uuid:34e28bfb-c451-5dee-92b6-28da4d6ffbfe""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.improper-integrals.foundations"",""sha256"":""sha256:84442c6d5a9cb80a112e8d9407b975853a3e7f15b2b09a520bb057fd3f832fe0""}","[""independent bounded exact semantic-unit replay and final replay by r006_improper_foundations_audit""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2a603210-eaae-550a-98b8-c1a774f6166b"",""note"":""All reader-facing prose is translated. Twenty-nine environment pairs, 18 displays, four labels, five references, 172 brace pairs, and all 345 source commands retain ordered parity outside the declared domain and scope repairs in ADV-0055 through ADV-0057. Reader-facing English residue and mojibake are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.improper-integrals.foundations"",""status"":""active"",""subject_ids"":[""urn:uuid:34e28bfb-c451-5dee-92b6-28da4d6ffbfe""],""supersedes_id"":null,""toolchain"":[""independent bounded exact semantic-unit replay and final replay by r006_improper_foundations_audit""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.improper-integrals.foundations"",""sha256"":""sha256:84442c6d5a9cb80a112e8d9407b975853a3e7f15b2b09a520bb057fd3f832fe0""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:2b18df2d-d8bf-58bc-bed3-b6a1ea20b0e8","lebl.ra.qa.manifest-topology.ra.v2.reader.chrome-license","topology","[""urn:uuid:7f8e66cf-3109-5f23-9844-9c908f758dc1""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v2.reader.chrome-license"",""sha256"":""sha256:75a323852429229a095a4c6908eb4cd2c281ac24bd05e93e02f7d3896ca84d12""}","[""two bounded read-only driver audits plus shared first-pass footnote bootstrap repair""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2b18df2d-d8bf-58bc-bed3-b6a1ea20b0e8"",""note"":""Localizes PDF metadata, title page, standard chrome, license/change/nonendorsement notice, copyright label, bibliography framing, notation title/headers, the shared wrapping notation-table layout, catalog language id-ID, correct author diacritics, and the Indonesian ij Unicode extraction override. A numeric first-pass fallback prevents the perpage footnote counter from exceeding the nine fnsymbol values before page-break data exists. A Volume II build remains pending until contiguous content translation reaches that reader."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v2.reader.chrome-license"",""status"":""active"",""subject_ids"":[""urn:uuid:7f8e66cf-3109-5f23-9844-9c908f758dc1""],""supersedes_id"":null,""toolchain"":[""two bounded read-only driver audits plus shared first-pass footnote bootstrap repair""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v2.reader.chrome-license"",""sha256"":""sha256:75a323852429229a095a4c6908eb4cd2c281ac24bd05e93e02f7d3896ca84d12""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:2d955a6f-bffc-530b-8384-e41ee75c3c39","lebl.ra.qa.manifest-topology.ra.v1.sequences-series.series.cauchy-series","topology","[""urn:uuid:fd9928a9-f5b3-5c74-9a7a-afb15ee64c4f""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.sequences-series.series.cauchy-series"",""sha256"":""sha256:b7f96effb4ff7bb291e34fb1f6cf1560906029dcd040152e5a0f60e2429bb545""}","[""bounded exact semantic-unit replay by ra_series_front_audit2 plus parent post-polish hash replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:2d955a6f-bffc-530b-8384-e41ee75c3c39"",""note"":""All 37 lines are translated. Commands 52/52, environment pairs 5/5, the stable proposition label, 16 protected-math regions, and 32 balanced brace pairs remain exact. Reader-facing English residue is zero and no source correction was required."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.sequences-series.series.cauchy-series"",""status"":""active"",""subject_ids"":[""urn:uuid:fd9928a9-f5b3-5c74-9a7a-afb15ee64c4f""],""supersedes_id"":null,""toolchain"":[""bounded exact semantic-unit replay by ra_series_front_audit2 plus parent post-polish hash replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.sequences-series.series.cauchy-series"",""sha256"":""sha256:b7f96effb4ff7bb291e34fb1f6cf1560906029dcd040152e5a0f60e2429bb545""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:31da93b3-d7fb-521d-9fe7-5a89addbcf45","lebl.ra.qa.manifest-topology.ra.v1.picard.theorem","topology","[""urn:uuid:bf4dfdef-3bf3-5d7f-88eb-12b4f2a1be0b""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.picard.theorem"",""sha256"":""sha256:5de25f88f2b06d42692098447357da41b17431596cee0952da231d2b62620862""}","[""independent bounded exact semantic-unit replay by r006_picard_theorem_audit after ADV-0062 and ADV-0063""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:31da93b3-d7fb-521d-9fe7-5a89addbcf45"",""note"":""All 295 lines are translated. Twenty-two environment pairs, 205 brace pairs, three labels, ten cross-references, one hyperlink, and 96 protected-math spans retain parity outside ADV-0062 and ADV-0063. Reader-facing English residue and mojibake are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.picard.theorem"",""status"":""active"",""subject_ids"":[""urn:uuid:bf4dfdef-3bf3-5d7f-88eb-12b4f2a1be0b""],""supersedes_id"":null,""toolchain"":[""independent bounded exact semantic-unit replay by r006_picard_theorem_audit after ADV-0062 and ADV-0063""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.picard.theorem"",""sha256"":""sha256:5de25f88f2b06d42692098447357da41b17431596cee0952da231d2b62620862""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3345045b-d1c5-5826-8dde-ab036442b0dd","lebl.ra.qa.manifest-topology.ra.v1.riemann-properties.more-integrable-functions","topology","[""urn:uuid:248b46e9-2aec-509f-a567-661f75e87778""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.riemann-properties.more-integrable-functions"",""sha256"":""sha256:769a431748c6723b82f66dae73cfff78fde98749e177d639296ecee0427c16de""}","[""bounded exact semantic-unit translation replay by root""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3345045b-d1c5-5826-8dde-ab036442b0dd"",""note"":""All 37 lines are translated. The 31 ordered commands, 13 protected-math spans, 13 brace pairs, line topology, and following anchor remain exact. Reader-facing English residue is zero and no source correction was required."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.riemann-properties.more-integrable-functions"",""status"":""active"",""subject_ids"":[""urn:uuid:248b46e9-2aec-509f-a567-661f75e87778""],""supersedes_id"":null,""toolchain"":[""bounded exact semantic-unit translation replay by root""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.riemann-properties.more-integrable-functions"",""sha256"":""sha256:769a431748c6723b82f66dae73cfff78fde98749e177d639296ecee0427c16de""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:34cd06bc-1f35-5b35-b435-00ea0ec68a7e","lebl.ra.qa.manifest-topology.ra.v1.derivative.inverse-function-theorem.exercises","topology","[""urn:uuid:63708803-214f-5a25-84c4-6946233f282c""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.inverse-function-theorem.exercises"",""sha256"":""sha256:f2c9526dc9f50802d8c428782a2e17c930c8c84d7b280fbdd14d5a72b416a70e""}","[""independent bounded exact semantic-unit replay by r006_taylor_exercises plus root word-order polish and refreshed hash replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:34cd06bc-1f35-5b35-b435-00ea0ec68a7e"",""note"":""All 77 lines are translated. Commands 84/84, environments 20/20, protected math 64/64, four IDs/xrefs, 33 brace pairs, the source comment, and blank-line topology remain exact. ADV-0044 normalizes one comma splice; reader-facing English residue is zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.derivative.inverse-function-theorem.exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:63708803-214f-5a25-84c4-6946233f282c""],""supersedes_id"":null,""toolchain"":[""independent bounded exact semantic-unit replay by r006_taylor_exercises plus root word-order polish and refreshed hash replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.inverse-function-theorem.exercises"",""sha256"":""sha256:f2c9526dc9f50802d8c428782a2e17c930c8c84d7b280fbdd14d5a72b416a70e""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:35002191-149a-5d3f-b799-e671e2dfc889","lebl.ra.qa.manifest-topology.ra.v1.intro.basic-set-theory.functions","topology","[""urn:uuid:7f928d37-20cd-5886-b39b-bf4e0bd6a96a""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.intro.basic-set-theory.functions"",""sha256"":""sha256:6d6470a314cc80e1e1d9180ec45e6b90292ec612432029a2448aabe339a722ff""}","[""bounded unit replay by ra_functions plus parent semantic-text/source-correction replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:35002191-149a-5d3f-b799-e671e2dfc889"",""note"":""Commands, environments, IDs/assets, comments, and formula structure preserved; English text inside the range set-builder localized; source object-type defect at authority lines 904-908 corrected and logged as LEBL-ID-ADV-0002; final wording uses natural `himpunan beranggota tunggal`."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.intro.basic-set-theory.functions"",""status"":""active"",""subject_ids"":[""urn:uuid:7f928d37-20cd-5886-b39b-bf4e0bd6a96a""],""supersedes_id"":null,""toolchain"":[""bounded unit replay by ra_functions plus parent semantic-text/source-correction replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.intro.basic-set-theory.functions"",""sha256"":""sha256:6d6470a314cc80e1e1d9180ec45e6b90292ec612432029a2448aabe339a722ff""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:386626b7-7a3a-50df-ab06-32100c79eb11","lebl.ra.qa.manifest-topology.ra.v1.riemann-integral.exercises","topology","[""urn:uuid:1d4fc966-6b2d-56b2-a4a7-ca0f332cb60c""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.riemann-integral.exercises"",""sha256"":""sha256:92d82ea20eab6460c7bbdf71a56716f8e592e5c159b8c07ec1a2525526b9cb9f""}","[""bounded exact semantic-unit translation replay by r006_riemann_intro_exercises""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:386626b7-7a3a-50df-ab06-32100c79eb11"",""note"":""All 160 lines are translated. Forty-six environment tokens, the 226-command multiset, eight IDs/xrefs, four comments, 96 brace pairs, 85 inline-math spans, five displays, and section boundary remain exact after reader-text localization. ADV-0048 records a preserved self-containment omission; reader-facing English residue is zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.riemann-integral.exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:1d4fc966-6b2d-56b2-a4a7-ca0f332cb60c""],""supersedes_id"":null,""toolchain"":[""bounded exact semantic-unit translation replay by r006_riemann_intro_exercises""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.riemann-integral.exercises"",""sha256"":""sha256:92d82ea20eab6460c7bbdf71a56716f8e592e5c159b8c07ec1a2525526b9cb9f""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3a986d31-35f0-527a-b948-0fad308e9809","lebl.ra.qa.manifest-topology.ra.v1.derivative.definition-basic-properties","topology","[""urn:uuid:a2e4c4f6-f89c-57fa-86b6-6c0737f03429""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.definition-basic-properties"",""sha256"":""sha256:c026842d55dc66d5bf64337782d276a12c40512302dcbf3aef9fdddd9f317bd4""}","[""independent bounded exact semantic-unit replay by r006_derivative_basic_audit plus final root inline-math parity replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3a986d31-35f0-527a-b948-0fad308e9809"",""note"":""All 325 ordered command names, 68 environment tokens, four labels, five cross-references, two assets, one glossary ID, one URL, two list items, 20 displays, 103 inline-math spans, and 225 brace pairs remain exact after reader-text localization. Both accessibility descriptions are Indonesian. ADV-0029 and ADV-0030 normalize two source copyedits; reader-facing English residue is zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.derivative.definition-basic-properties"",""status"":""active"",""subject_ids"":[""urn:uuid:a2e4c4f6-f89c-57fa-86b6-6c0737f03429""],""supersedes_id"":null,""toolchain"":[""independent bounded exact semantic-unit replay by r006_derivative_basic_audit plus final root inline-math parity replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.derivative.definition-basic-properties"",""sha256"":""sha256:c026842d55dc66d5bf64337782d276a12c40512302dcbf3aef9fdddd9f317bd4""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3b396bf5-a2df-55d4-9980-6eb2dcf6a72c","lebl.ra.qa.manifest-topology.ra.v1.picard.exercises","topology","[""urn:uuid:fdd88948-b072-58d3-a1a1-d0b1df00a026""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.picard.exercises"",""sha256"":""sha256:d0bb86f980173cb2a8c805fbbc7fda7bd25b806fdbb10697896670ccf53efb2e""}","[""independent bounded exact semantic-unit replay by r006_picard_examples_exercises_audit""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3b396bf5-a2df-55d4-9980-6eb2dcf6a72c"",""note"":""All 98 lines are translated. Commands, environments, protected mathematics, IDs, references, comments, and semantic topology retain parity. Reader-facing English residue and mojibake are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.picard.exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:fdd88948-b072-58d3-a1a1-d0b1df00a026""],""supersedes_id"":null,""toolchain"":[""independent bounded exact semantic-unit replay by r006_picard_examples_exercises_audit""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.picard.exercises"",""sha256"":""sha256:d0bb86f980173cb2a8c805fbbc7fda7bd25b806fdbb10697896670ccf53efb2e""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3c281fff-4412-5740-8f39-68ce656af905","lebl.ra.qa.manifest-topology.ra.v1.sequences-series.series.exercises","topology","[""urn:uuid:ac5dd45e-0ab8-571a-9274-37a0aced8b48""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.sequences-series.series.exercises"",""sha256"":""sha256:4c5829e65ca69481b720b4bac26afdb9e986bc791904ff0a33ad8aadbfb90335""}","[""bounded exact semantic-unit replay by ra_series_exercises_audit plus fresh seven-unit replay by ra_series_tests_audit""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3c281fff-4412-5740-8f39-68ce656af905"",""note"":""All 17 exercises are translated. Commands 315/315, environment pairs 29/29, five stable IDs, three references, one comment, and 79 protected-math regions after two reader-text localizations remain exact. Reader-facing English residue is zero and no source correction was required."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.sequences-series.series.exercises"",""status"":""active"",""subject_ids"":[""urn:uuid:ac5dd45e-0ab8-571a-9274-37a0aced8b48""],""supersedes_id"":null,""toolchain"":[""bounded exact semantic-unit replay by ra_series_exercises_audit plus fresh seven-unit replay by ra_series_tests_audit""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.sequences-series.series.exercises"",""sha256"":""sha256:4c5829e65ca69481b720b4bac26afdb9e986bc791904ff0a33ad8aadbfb90335""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3d173fd2-bc5e-5f40-8e7f-f27b2f6cbecd","lebl.ra.qa.manifest-topology.ra.v1.metric-spaces.cluster-function-limits","topology","[""urn:uuid:9871b870-dc3e-56c3-a4b9-88e786e38fb8""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.metric-spaces.cluster-function-limits"",""sha256"":""sha256:6e0759aa1e0a259fc35dbc2aa240ef6952bf030a9c4966065f228327fb703d55""}","[""independent bounded function-limit audit plus ADV-0071 replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3d173fd2-bc5e-5f40-8e7f-f27b2f6cbecd"",""note"":""Cluster points, metric-space function limits, uniqueness, sequential characterization, and their relation to continuity are fully localized. Environment, math, IDs, glossary, and index topology retain parity outside the added domain-membership command required by ADV-0071; reader-facing English residue and mojibake are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v1.metric-spaces.cluster-function-limits"",""status"":""active"",""subject_ids"":[""urn:uuid:9871b870-dc3e-56c3-a4b9-88e786e38fb8""],""supersedes_id"":null,""toolchain"":[""independent bounded function-limit audit plus ADV-0071 replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v1.metric-spaces.cluster-function-limits"",""sha256"":""sha256:6e0759aa1e0a259fc35dbc2aa240ef6952bf030a9c4966065f228327fb703d55""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:3e2e22c4-a8fd-57b5-83b0-a4c78eed9551","lebl.ra.qa.manifest-topology.ra.v2.derivative.partial-derivatives","topology","[""urn:uuid:cda4106c-5d70-591d-a55b-545e9fa09425""]","pass","{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v2.derivative.partial-derivatives"",""sha256"":""sha256:297a4ead2cc0e6b49b9a355055294715f9c8e9a5d1c377bb6872d9a465753d5f""}","[""bounded structural, mathematical, accessibility, and residue replay""]","2026-08-21T00:00:00Z","active","","","","","","","","","{""check_type"":""topology"",""id"":""urn:uuid:3e2e22c4-a8fd-57b5-83b0-a4c78eed9551"",""note"":""Partial derivatives, coordinate derivatives, the derivative matrix, examples, and the relation between total and partial differentiability are fully localized. The ordered 170-command stream, 26 environment tokens, 41 protected-math spans, four IDs and references, the figure asset, comments, and braces retain exact topology. Reader-facing English residue and mojibake are zero."",""record_type"":""qa_event"",""recorded_at"":""2026-08-21T00:00:00Z"",""result"":""pass"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.ra.qa.manifest-topology.ra.v2.derivative.partial-derivatives"",""status"":""active"",""subject_ids"":[""urn:uuid:cda4106c-5d70-591d-a55b-545e9fa09425""],""supersedes_id"":null,""toolchain"":[""bounded structural, mathematical, accessibility, and residue replay""],""witness"":{""kind"":""file"",""locator"":""backend/production/v0.3/inputs/TRANSLATION_MANIFEST.jsonl:ra.v2.derivative.partial-derivatives"",""sha256"":""sha256:297a4ead2cc0e6b49b9a355055294715f9c8e9a5d1c377bb6872d9a465753d5f""},""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
