"id","semantic_key","concept_id","language","locale","preferred","variants_json","rejected_forms_json","scope_ids_json","register","evidence_json","rights_id","status","ledger_term_id","source_term","ledger_status","ledger_binding_json","record_json"
"urn:uuid:42275bcd-6310-5480-915d-7ccc19df729f","lebl.ra.term.ledger.lebl-term-0234.id-id","urn:uuid:e7b8ee88-5fcc-59cf-9b12-c604c4c19415","id","id-ID","hasil bagi selisih","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0234"",""sha256"":""sha256:9997c4b10f91ac897f268e5bfcd094c742659c679909d0d3245ac17a8987bf6e""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0234","difference quotient","admitted","{""concept_id"":""concept.calculus.difference-quotient"",""evidence"":""R006 ch-der.tex"",""notes"":"""",""preferred_id"":""hasil bagi selisih"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""difference quotient"",""status"":""admitted"",""term_id"":""LEBL-TERM-0234"",""variants_id"":""""}","{""concept_id"":""urn:uuid:e7b8ee88-5fcc-59cf-9b12-c604c4c19415"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0234"",""sha256"":""sha256:9997c4b10f91ac897f268e5bfcd094c742659c679909d0d3245ac17a8987bf6e""}],""examples"":[],""id"":""urn:uuid:42275bcd-6310-5480-915d-7ccc19df729f"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.calculus.difference-quotient"",""evidence"":""R006 ch-der.tex"",""notes"":"""",""preferred_id"":""hasil bagi selisih"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""difference quotient"",""status"":""admitted"",""term_id"":""LEBL-TERM-0234"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""hasil bagi selisih"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0234.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:4c0c1a2c-685c-5bc7-aa66-2435f2726c77","lebl.ra.term.ledger.lebl-term-0183.id-id","urn:uuid:55ad1179-6187-565a-ad05-ff3e37802672","id","id-ID","hasil kali Cauchy","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0183"",""sha256"":""sha256:f3274c88cf4261e4b6ab4fec9ea72a7ba9b0f94635b6398109b0535812920c67""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0183","Cauchy product","admitted","{""concept_id"":""concept.series.cauchy-product"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""hasil kali Cauchy"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Cauchy product"",""status"":""admitted"",""term_id"":""LEBL-TERM-0183"",""variants_id"":""""}","{""concept_id"":""urn:uuid:55ad1179-6187-565a-ad05-ff3e37802672"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0183"",""sha256"":""sha256:f3274c88cf4261e4b6ab4fec9ea72a7ba9b0f94635b6398109b0535812920c67""}],""examples"":[],""id"":""urn:uuid:4c0c1a2c-685c-5bc7-aa66-2435f2726c77"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.series.cauchy-product"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""hasil kali Cauchy"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""Cauchy product"",""status"":""admitted"",""term_id"":""LEBL-TERM-0183"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""hasil kali Cauchy"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0183.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:f1281f63-da28-50c3-a446-7e461e09bfba","lebl.ra.term.ledger.lebl-term-0400.id-id","urn:uuid:e7b22a88-82f9-55e8-8077-d96ab3fbeafa","id","id-ID","hasil kali titik","[""produk titik""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0400"",""sha256"":""sha256:1a0eb3378fcbce26694e05512f89f01aa02352342ac51527244b299e9220525f""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0400","dot product","admitted","{""concept_id"":""concept.product.dot"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""hasil kali titik"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""dot product"",""status"":""admitted"",""term_id"":""LEBL-TERM-0400"",""variants_id"":""produk titik""}","{""concept_id"":""urn:uuid:e7b22a88-82f9-55e8-8077-d96ab3fbeafa"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0400"",""sha256"":""sha256:1a0eb3378fcbce26694e05512f89f01aa02352342ac51527244b299e9220525f""}],""examples"":[],""id"":""urn:uuid:f1281f63-da28-50c3-a446-7e461e09bfba"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.product.dot"",""evidence"":""R006 ch-several-vars-ders.tex"",""notes"":"""",""preferred_id"":""hasil kali titik"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""dot product"",""status"":""admitted"",""term_id"":""LEBL-TERM-0400"",""variants_id"":""produk titik""},""locale"":""id-ID"",""preferred"":""hasil kali titik"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0400.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""produk titik""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:eede27e8-e1bb-5b54-83b1-2239bd102307","lebl.ra.term.ledger.lebl-term-0004.id-id","urn:uuid:8725cd05-e8e6-5e70-a104-af11b162cc93","id","id-ID","himpunan","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0004"",""sha256"":""sha256:4a6e962fc92a9878a238a6d98796375562eac2bb8754701c27a64aea7fb1b6e1""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0004","set","admitted","{""concept_id"":""concept.set-theory.set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0004"",""variants_id"":""""}","{""concept_id"":""urn:uuid:8725cd05-e8e6-5e70-a104-af11b162cc93"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0004"",""sha256"":""sha256:4a6e962fc92a9878a238a6d98796375562eac2bb8754701c27a64aea7fb1b6e1""}],""examples"":[],""id"":""urn:uuid:eede27e8-e1bb-5b54-83b1-2239bd102307"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0004"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0004.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:253f5c13-a415-5c99-8632-e9df11a15e92","lebl.ra.term.ledger.lebl-term-0006.id-id","urn:uuid:9dba1197-bfca-5616-9b00-4d9aa90ea077","id","id-ID","himpunan bagian","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0006"",""sha256"":""sha256:a40ec4abadb7eae7312be943950c4c827a06da620e98853273fc16bc1db731b1""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0006","subset","admitted","{""concept_id"":""concept.set-theory.subset"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan bagian"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""subset"",""status"":""admitted"",""term_id"":""LEBL-TERM-0006"",""variants_id"":""""}","{""concept_id"":""urn:uuid:9dba1197-bfca-5616-9b00-4d9aa90ea077"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0006"",""sha256"":""sha256:a40ec4abadb7eae7312be943950c4c827a06da620e98853273fc16bc1db731b1""}],""examples"":[],""id"":""urn:uuid:253f5c13-a415-5c99-8632-e9df11a15e92"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.subset"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan bagian"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""subset"",""status"":""admitted"",""term_id"":""LEBL-TERM-0006"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan bagian"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0006.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:e2c16edf-f5f6-51aa-8f64-bc674428af90","lebl.ra.term.ledger.lebl-term-0098.id-id","urn:uuid:57142fd2-0b0d-5de6-b63f-78570d088daf","id","id-ID","himpunan bagian sejati","[""subhimpunan sejati""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0098"",""sha256"":""sha256:c2ed18b3705e9bcf5bcb9a52c99d44e8648cf5797dee93d24eae52648fdeb1ba""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0098","proper subset","admitted","{""concept_id"":""concept.set-theory.proper-subset"",""evidence"":""R006 ch-vol1-intro.tex and ch-real-nums.tex"",""notes"":"""",""preferred_id"":""himpunan bagian sejati"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""proper subset"",""status"":""admitted"",""term_id"":""LEBL-TERM-0098"",""variants_id"":""subhimpunan sejati""}","{""concept_id"":""urn:uuid:57142fd2-0b0d-5de6-b63f-78570d088daf"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0098"",""sha256"":""sha256:c2ed18b3705e9bcf5bcb9a52c99d44e8648cf5797dee93d24eae52648fdeb1ba""}],""examples"":[],""id"":""urn:uuid:e2c16edf-f5f6-51aa-8f64-bc674428af90"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.proper-subset"",""evidence"":""R006 ch-vol1-intro.tex and ch-real-nums.tex"",""notes"":"""",""preferred_id"":""himpunan bagian sejati"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""proper subset"",""status"":""admitted"",""term_id"":""LEBL-TERM-0098"",""variants_id"":""subhimpunan sejati""},""locale"":""id-ID"",""preferred"":""himpunan bagian sejati"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0098.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""subhimpunan sejati""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:501b121b-76f9-56e1-bcb0-8b81c743198d","lebl.ra.term.ledger.lebl-term-0061.id-id","urn:uuid:130a7d8e-3d29-583d-8eb6-11791432bd2d","id","id-ID","himpunan beranggota tunggal","[""himpunan satu elemen""]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0061"",""sha256"":""sha256:0e45bf48152062700c2f8c73acb02848bf72590965fcf02fd83b9e0eee14b393""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0061","singleton","admitted","{""concept_id"":""concept.set-theory.singleton"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan beranggota tunggal"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""singleton"",""status"":""admitted"",""term_id"":""LEBL-TERM-0061"",""variants_id"":""himpunan satu elemen""}","{""concept_id"":""urn:uuid:130a7d8e-3d29-583d-8eb6-11791432bd2d"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0061"",""sha256"":""sha256:0e45bf48152062700c2f8c73acb02848bf72590965fcf02fd83b9e0eee14b393""}],""examples"":[],""id"":""urn:uuid:501b121b-76f9-56e1-bcb0-8b81c743198d"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.singleton"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan beranggota tunggal"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""singleton"",""status"":""admitted"",""term_id"":""LEBL-TERM-0061"",""variants_id"":""himpunan satu elemen""},""locale"":""id-ID"",""preferred"":""himpunan beranggota tunggal"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0061.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[""himpunan satu elemen""],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:2c229033-b310-5d59-a301-833bc4720352","lebl.ra.term.ledger.lebl-term-0129.id-id","urn:uuid:9af879ad-36f3-573a-a0ff-3d09fd1257e6","id","id-ID","himpunan berhingga","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0129"",""sha256"":""sha256:8446c0d140ca1f1252d82c802b724526312839dc96a0569b753d8d2d14ddf218""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0129","finite set","admitted","{""concept_id"":""concept.set.finite"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""himpunan berhingga"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""finite set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0129"",""variants_id"":""""}","{""concept_id"":""urn:uuid:9af879ad-36f3-573a-a0ff-3d09fd1257e6"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0129"",""sha256"":""sha256:8446c0d140ca1f1252d82c802b724526312839dc96a0569b753d8d2d14ddf218""}],""examples"":[],""id"":""urn:uuid:2c229033-b310-5d59-a301-833bc4720352"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set.finite"",""evidence"":""R006 ch-seq-ser.tex"",""notes"":"""",""preferred_id"":""himpunan berhingga"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""finite set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0129"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan berhingga"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0129.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:9977c455-dc88-53e6-b0ac-02a2d5a721ad","lebl.ra.term.ledger.lebl-term-0353.id-id","urn:uuid:c64fa1d1-8354-5341-95d0-7d2301abc68d","id","id-ID","himpunan kompak","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0353"",""sha256"":""sha256:344a83fdb9123f58388c6ed0f488f5c07dfdaa68f35ffada5bff32d1e5bd29bb""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0353","compact set","admitted","{""concept_id"":""concept.set.compact"",""evidence"":""R006 ch-metric.tex"",""notes"":"""",""preferred_id"":""himpunan kompak"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""compact set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0353"",""variants_id"":""""}","{""concept_id"":""urn:uuid:c64fa1d1-8354-5341-95d0-7d2301abc68d"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0353"",""sha256"":""sha256:344a83fdb9123f58388c6ed0f488f5c07dfdaa68f35ffada5bff32d1e5bd29bb""}],""examples"":[],""id"":""urn:uuid:9977c455-dc88-53e6-b0ac-02a2d5a721ad"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set.compact"",""evidence"":""R006 ch-metric.tex"",""notes"":"""",""preferred_id"":""himpunan kompak"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""compact set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0353"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan kompak"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0353.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:75e2a3eb-2262-5943-88de-36fcd9bac079","lebl.ra.term.ledger.lebl-term-0007.id-id","urn:uuid:8436bf99-916d-5f43-aeb6-7a0660bc8299","id","id-ID","himpunan kosong","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0007"",""sha256"":""sha256:7ac29b7785956bc5024eaaafa3d30e49718cda1a3d389951e6478bbfafde93a3""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0007","empty set","admitted","{""concept_id"":""concept.set-theory.empty-set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan kosong"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""empty set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0007"",""variants_id"":""""}","{""concept_id"":""urn:uuid:8436bf99-916d-5f43-aeb6-7a0660bc8299"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0007"",""sha256"":""sha256:7ac29b7785956bc5024eaaafa3d30e49718cda1a3d389951e6478bbfafde93a3""}],""examples"":[],""id"":""urn:uuid:75e2a3eb-2262-5943-88de-36fcd9bac079"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.empty-set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan kosong"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""empty set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0007"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan kosong"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0007.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
"urn:uuid:d62d4732-de97-5c5c-9d8b-9e25887c7843","lebl.ra.term.ledger.lebl-term-0060.id-id","urn:uuid:924bd279-3a43-580a-a993-465625fb32e2","id","id-ID","himpunan kuasa","[]","[]","[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""]","formal","[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0060"",""sha256"":""sha256:99603aa974a824585b097f455ba58f4843dad66cffe46103ace9c26d0a245c71""}]","urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656","active","LEBL-TERM-0060","power set","admitted","{""concept_id"":""concept.set-theory.power-set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan kuasa"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""power set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0060"",""variants_id"":""""}","{""concept_id"":""urn:uuid:924bd279-3a43-580a-a993-465625fb32e2"",""evidence"":[{""locator"":""backend/production/v0.3/inputs/TERMINOLOGY.csv:LEBL-TERM-0060"",""sha256"":""sha256:99603aa974a824585b097f455ba58f4843dad66cffe46103ace9c26d0a245c71""}],""examples"":[],""id"":""urn:uuid:d62d4732-de97-5c5c-9d8b-9e25887c7843"",""language"":""id"",""ledger_binding"":{""concept_id"":""concept.set-theory.power-set"",""evidence"":""R006 ch-vol1-intro.tex"",""notes"":"""",""preferred_id"":""himpunan kuasa"",""register"":""formal"",""rejected_id"":"""",""resource_scope"":""R006"",""source_term"":""power set"",""status"":""admitted"",""term_id"":""LEBL-TERM-0060"",""variants_id"":""""},""locale"":""id-ID"",""preferred"":""himpunan kuasa"",""record_type"":""term"",""recorded_at"":""2026-08-21T00:00:00Z"",""register"":""formal"",""rejected_forms"":[],""rights_id"":""urn:uuid:a0273f1c-6fad-54c7-a75a-32a5161da656"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""scope_ids"":[""urn:uuid:2985f369-c946-5392-be8c-902d3c9215b2""],""semantic_aliases"":[],""semantic_key"":""lebl.ra.term.ledger.lebl-term-0060.id-id"",""status"":""active"",""supersedes_id"":null,""variants"":[],""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.3-r006-live""}"
