term_id,concept_id,resource_scope,source_term,preferred_id,variants_id,rejected_id,register,evidence,status,notes
LEBL-TERM-0050,concept.relation.symmetric,R006,symmetric,simetris,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0051,concept.relation.transitive,R006,transitive,transitif,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0052,concept.relation.equivalence-relation,R006,equivalence relation,relasi ekuivalensi,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0053,concept.relation.equivalence-class,R006,equivalence class,kelas ekuivalensi,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0054,concept.set-theory.cardinality,R006,cardinality,kardinalitas,kardinal,,formal,R006 ch-vol1-intro.tex; Universitas Terbuka MATA4217 Edisi 2 Modul 1 p. 1; Universitas Andalas mathematics notes,admitted,Use kardinalitas for the property and kardinal when context denotes the cardinal number itself.
LEBL-TERM-0055,concept.set-theory.finite,R006,finite,berhingga,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0056,concept.set-theory.infinite,R006,infinite,tak berhingga,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0057,concept.set-theory.countably-infinite,R006,countably infinite,terhitung tak hingga,denumerabel; tak berhingga terhitung,tak hingga tercacah,formal,R006 ch-vol1-intro.tex; Universitas Terbuka MATA4217 Edisi 2 Modul 1 Definisi 1.10.1(i) printed p. 1.42 / PDF p. 42,admitted,Direct bilingual definition supersedes the earlier word order; canonicalized by LEBL-ID-DEC-0028.
LEBL-TERM-0058,concept.set-theory.countable,R006,countable,terhitung,,tercacah,formal,R006 ch-vol1-intro.tex; Universitas Terbuka MATA4217 Edisi 2 Modul 1 p. 1 and Definisi 1.10.1(ii) printed p. 1.42 / PDF p. 42; Indonesian university analysis sources,admitted,Canonicalized by LEBL-ID-DEC-0016 and reconfirmed by the 2026-08-22 field-usage QA.
LEBL-TERM-0059,concept.set-theory.uncountable,R006,uncountable,tak terhitung,,tak tercacah,formal,R006 ch-vol1-intro.tex; Universitas Terbuka MATA4217 Edisi 2 Modul 1 p. 1; Indonesian university analysis sources,admitted,Canonicalized by LEBL-ID-DEC-0016 and reconfirmed by the 2026-08-22 field-usage QA.
LEBL-TERM-0060,concept.set-theory.power-set,R006,power set,himpunan kuasa,,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0061,concept.set-theory.singleton,R006,singleton,himpunan beranggota tunggal,himpunan satu elemen,,formal,R006 ch-vol1-intro.tex,admitted,
LEBL-TERM-0062,concept.number.real,R006,real number,bilangan real,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0063,concept.order.ordered-set,R006,ordered set,himpunan terurut,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0064,concept.order.trichotomy,R006,trichotomy,trikotomi,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0065,concept.order.bounded-above,R006,bounded above,terbatas di atas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0066,concept.order.upper-bound,R006,upper bound,batas atas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0067,concept.order.bounded-below,R006,bounded below,terbatas di bawah,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0068,concept.order.lower-bound,R006,lower bound,batas bawah,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0069,concept.order.least-upper-bound,R006,least upper bound,batas atas terkecil,supremum,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0070,concept.order.supremum,R006,supremum,supremum,batas atas terkecil,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0071,concept.order.greatest-lower-bound,R006,greatest lower bound,batas bawah terbesar,infimum,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0072,concept.order.infimum,R006,infimum,infimum,batas bawah terbesar,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0073,concept.order.least-upper-bound-property,R006,least-upper-bound property,sifat batas atas terkecil,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0074,concept.order.completeness-property,R006,completeness property,sifat kelengkapan,sifat kelengkapan Dedekind,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0075,concept.algebra.field,R006,field,lapangan,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0076,concept.algebra.ordered-field,R006,ordered field,lapangan terurut,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0077,concept.number.positive,R006,positive,positif,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0078,concept.number.negative,R006,negative,negatif,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0079,concept.number.nonnegative,R006,nonnegative,nonnegatif,taknegatif,,formal,R006 ch-real-nums.tex and ch-metric.tex,admitted,
LEBL-TERM-0080,concept.number.nonpositive,R006,nonpositive,nonpositif,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0081,concept.number.irrational,R006,irrational,irasional,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0082,concept.order.archimedean-property,R006,Archimedean property,Sifat Archimedes,sifat Archimedean,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0083,concept.number.extended-real,R006,extended real numbers,bilangan real diperluas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0084,concept.order.maximum,R006,maximum,maksimum,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0085,concept.order.minimum,R006,minimum,minimum,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0086,concept.inequality.arithmetic-geometric-mean,R006,arithmetic-geometric mean inequality,ketaksamaan rata-rata aritmetika-geometrik,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0087,concept.inequality.bernoulli,R006,Bernoulli's inequality,ketaksamaan Bernoulli,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0088,concept.order.dedekind-cut,R006,Dedekind cut,potongan Dedekind,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0089,concept.number.absolute-value,R006,absolute value,nilai mutlak,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0090,concept.inequality.triangle,R006,triangle inequality,ketaksamaan segitiga,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0091,concept.inequality.reverse-triangle,R006,reverse triangle inequality,ketaksamaan segitiga terbalik,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0092,concept.function.bounded,R006,bounded function,fungsi terbatas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0093,concept.interval.open,R006,open interval,interval terbuka,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0094,concept.interval.closed,R006,closed interval,interval tertutup,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0095,concept.interval.half-open,R006,half-open interval,interval setengah terbuka,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0096,concept.interval.bounded,R006,bounded interval,interval terbatas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0097,concept.interval.unbounded,R006,unbounded interval,interval tak terbatas,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0098,concept.set-theory.proper-subset,R006,proper subset,himpunan bagian sejati,subhimpunan sejati,,formal,R006 ch-vol1-intro.tex and ch-real-nums.tex; Universitas Terbuka MATA4217 Edisi 2 Modul 1 pp. 49 and 51,admitted,
LEBL-TERM-0099,concept.function.bijective-mapping,R006,bijective mapping,pemetaan bijektif,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0100,concept.proof.constructive,R006,constructive proof,bukti konstruktif,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0101,concept.set-theory.countable-intersection,R006,countable intersection,irisan terhitung,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0102,concept.set-theory.countable-union,R006,countable union,gabungan terhitung,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0103,concept.number.algebraic,R006,algebraic number,bilangan aljabar,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0104,concept.number.transcendental,R006,transcendental number,bilangan transenden,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0105,concept.number.decimal-representation,R006,decimal representation,representasi desimal,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0106,concept.number.decimal-digit,R006,decimal digit,digit desimal,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0107,concept.sequence.infinite-digit-sequence,R006,infinite sequence of digits,barisan digit tak berhingga,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0108,concept.number.decimal-truncation,R006,truncation,pemotongan,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0109,concept.representation.unique,R006,unique representation,representasi unik,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0110,concept.proof.cantor-diagonalization,R006,Cantor diagonalization,diagonalisasi Cantor,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0111,concept.arithmetic.quotient,R006,quotient,hasil bagi,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0112,concept.arithmetic.remainder,R006,remainder,sisa,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0113,concept.number.base-b,R006,base b,basis b,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0114,concept.number.binary,R006,binary,biner,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0115,concept.number.decimal-expansion,R006,decimal expansion,ekspansi desimal,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0116,concept.number.repeating-digit-period,R006,repeating digit period,periode digit berulang,,,formal,R006 ch-real-nums.tex,admitted,
LEBL-TERM-0117,concept.sequence-series,R006,sequences and series,barisan dan deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0118,concept.sequence,R006;R007,sequence,barisan,,,formal,R006 ch-seq-ser.tex; R007 ch-nonlin-systems.tex raw lines 2304-2354,admitted,
LEBL-TERM-0119,concept.sequence.term,R006,term,suku,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0120,concept.sequence.limit,R006,limit,limit,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0121,concept.sequence.convergent,R006,convergent,konvergen,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0122,concept.sequence.divergent,R006,divergent,divergen,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0123,concept.sequence.bounded,R006,bounded sequence,barisan terbatas,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0124,concept.sequence.bounded-above,R006,bounded above,terbatas di atas,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0125,concept.sequence.bounded-below,R006,bounded below,terbatas di bawah,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0126,concept.sequence.range,R006,range of a sequence,daerah hasil barisan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0127,concept.sequence.constant,R006,constant sequence,barisan konstan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0128,concept.inequality.triangle,R006,triangle inequality,ketaksamaan segitiga,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0129,concept.set.finite,R006,finite set,himpunan berhingga,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0130,concept.sequence.monotone,R006,monotone sequence,barisan monoton,barisan monotonik,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0131,concept.sequence.monotone-increasing,R006,monotone increasing sequence,barisan monoton naik,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0132,concept.sequence.monotone-decreasing,R006,monotone decreasing sequence,barisan monoton turun,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0133,concept.theorem.monotone-convergence,R006,monotone convergence theorem,teorema konvergensi monoton,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0134,concept.sequence.tail,R006,tail of a sequence,ekor barisan,ekor-K,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0135,concept.sequence.subsequence,R006,subsequence,subbarisan,"sub barisan; barisan bagian",,formal,"R006 ch-seq-ser.tex; Usmadi, Analisis Real (Bahan Ajar), Universitas Muhammadiyah Sumatera Barat, 2020, PDF pp. 40 and 45",admitted,Retain the standardized closed form subbarisan; the field source attests both spaced sub barisan and barisan bagian as contextual variants.
LEBL-TERM-0136,concept.sequence.strictly-increasing-index,R006,strictly increasing sequence of natural numbers,barisan bilangan asli yang naik secara ketat,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0137,concept.lemma.squeeze,R006,squeeze lemma,lemma apit,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0138,concept.inequality.strict,R006,strict inequality,ketaksamaan ketat,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0139,concept.inequality.nonstrict,R006,non-strict inequality,ketaksamaan tak ketat,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0140,concept.operation.algebraic,R006,algebraic operations,operasi aljabar,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0141,concept.continuity.algebraic-operations,R006,continuity of algebraic operations,kekontinuan operasi aljabar,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0142,concept.inequality.reverse-triangle,R006,reverse triangle inequality,ketaksamaan segitiga terbalik,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0143,concept.sequence.recursively-defined,R006,recursively defined sequence,barisan yang didefinisikan secara rekursif,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0144,concept.definition.well-defined,R006,well-defined,terdefinisi dengan baik,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0145,concept.method.newton,R006,Newton's method,metode Newton,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0146,concept.test.convergence,R006,convergence test,uji konvergensi,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0147,concept.test.ratio-sequences,R006,ratio test for sequences,uji rasio untuk barisan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0148,concept.denominator.common,R006,common denominator,penyebut bersama,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0149,concept.limit.superior,R006,limit superior,limit superior,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0150,concept.limit.inferior,R006,limit inferior,limit inferior,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0151,concept.limit.subsequential,R006,subsequential limit,limit subbarisan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0152,concept.theorem.bolzano-weierstrass,R006,Bolzano--Weierstrass theorem,teorema Bolzano--Weierstrass,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0153,concept.limit.infinite,R006,infinite limit,limit tak hingga,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0154,concept.set.cluster-point,R006,cluster point,titik akumulasi,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0155,concept.sequence.peak,R006,peak,puncak,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0156,concept.cardinality.countably-infinite,R006,countably infinite,tak berhingga yang terhitung,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0157,concept.series,R006,series,deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0158,concept.series.partial-sum,R006,partial sum,jumlah parsial,jumlah-jumlah parsial,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0159,concept.series.geometric,R006,geometric series,deret geometri,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0160,concept.series.tail,R006,tail of a series,ekor deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0161,concept.series.cauchy,R006,Cauchy series,deret Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0162,concept.series.harmonic,R006,harmonic series,deret harmonik,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0163,concept.series.linearity,R006,linearity of series,linearitas deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0164,concept.series.absolute-convergence,R006,absolute convergence,konvergensi mutlak,konvergen mutlak,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0165,concept.series.conditional-convergence,R006,conditional convergence,konvergensi bersyarat,konvergen bersyarat,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0166,concept.sequence.cauchy,R006,Cauchy sequence,barisan Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0167,concept.criterion.cauchy,R006,Cauchy criterion,kriteria Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0168,concept.completeness.cauchy,R006,Cauchy complete,lengkap secara Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0169,concept.completeness,R006,completeness,kelengkapan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0170,concept.test.comparison-series,R006,comparison test,uji perbandingan,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0171,concept.series.p-series,R006,p-series,deret-p,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0172,concept.test.p-series,R006,p-test,uji-p,uji deret-p,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0173,concept.function.riemann-zeta,R006,Riemann zeta function,fungsi zeta Riemann,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0174,concept.test.ratio-series,R006,ratio test for series,uji rasio untuk deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0175,concept.test.limit-comparison,R006,limit comparison test,uji perbandingan limit,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0176,concept.principle.cauchy-condensation,R006,Cauchy condensation principle,prinsip kondensasi Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0177,concept.theorem.abel,R006,Abel's theorem,teorema Abel,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0178,concept.test.root,R006,root test,uji akar,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0179,concept.series.alternating,R006,alternating series,deret berselang-seling,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0180,concept.test.alternating-series,R006,alternating series test,uji deret berselang-seling,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0181,concept.series.rearrangement,R006,rearrangement of a series,penyusunan ulang deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0182,concept.theorem.mertens,R006,Mertens' theorem,teorema Mertens,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0183,concept.series.cauchy-product,R006,Cauchy product,hasil kali Cauchy,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0184,concept.series.multiplication,R006,multiplication of series,perkalian deret,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0185,concept.series.power,R006,power series,deret pangkat,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0186,concept.series.radius-of-convergence,R006,radius of convergence,jari-jari konvergensi,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0187,concept.function.rational,R006,rational function,fungsi rasional,,,formal,R006 ch-seq-ser.tex,admitted,
LEBL-TERM-0188,concept.function.continuous,R006,continuous function,fungsi kontinu,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0189,concept.function.continuity,R006,continuity,kekontinuan,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0190,concept.limit.function,R006,limit of a function,limit fungsi,,,formal,R006 ch-contfunc.tex,admitted,
LEBL-TERM-0191,concept.function.restriction,R006,restriction,pembatasan,,,formal,R006 ch-contfunc.tex,admitted,
